name,league,age,minutes,goals,assists
Yvann Macon,fr Ligue 1,25.0,790,0,0
James Maddison,eng Premier League,27.0,1809,9,7
Eros Maddy,fr Ligue 1,23.0,15,0,0
Noni Madueke,eng Premier League,22.0,2033,7,3
Pablo Maffeo,es La Liga,27.0,2368,0,2
Gabriel Magalhães,eng Premier League,26.0,2363,3,1
Soungoutou Magassa,fr Ligue 1,20.0,1025,0,1
Edmond-Paris Maghoma,eng Premier League,23.0,119,0,0
Giangiacomo Magnani,it Serie A,28.0,1065,1,0
Hugo Magnetti,fr Ligue 1,26.0,2323,1,0
Frank Magri,fr Ligue 1,24.0,1516,5,1
Harry Maguire,eng Premier League,31.0,1758,1,0
Jon Magunazelaia,es La Liga,23.0,7,0,0
Arne Maier,de Bundesliga,25.0,938,0,0
Mike Maignan,it Serie A,29.0,3294,0,0
Patrick Mainka,de Bundesliga,29.0,3060,1,1
Kobbie Mainoo,eng Premier League,19.0,1651,0,0
Ainsley Maitland-Niles,fr Ligue 1,26.0,1985,1,4
Radosław Majecki,fr Ligue 1,24.0,1350,0,0
Lovro Majer,de Bundesliga,26.0,304,2,1
Hamidou Makalou,fr Ligue 1,18.0,32,0,0
Jordy Makengo,de Bundesliga,22.0,745,0,0
Antoine Makoumbou,it Serie A,26.0,2150,0,3
Nikola Maksimović,fr Ligue 1,32.0,581,0,0
Tyrell Malacia,eng Premier League,24.0,100,0,0
Jarzinho Malanga,de Bundesliga,18.0,2,0,0
Julián Malatini,de Bundesliga,23.0,454,1,1
Daniel Maldini,it Serie A,22.0,1306,3,0
Daniel Maldini,it Serie A,22.0,258,3,0
Youssef Maleh,it Serie A,25.0,1510,0,1
Donyell Malen,eng Premier League,25.0,305,3,0
Donyell Malen,de Bundesliga,25.0,614,3,0
Ruslan Malinovskyi,it Serie A,31.0,383,0,2
Lennard Maloney,de Bundesliga,24.0,760,0,0
Lennard Maloney,de Bundesliga,24.0,26,0,0
Aaron Malouda,fr Ligue 1,18.0,2,0,0
Giorgi Mamardashvili,es La Liga,23.0,3060,0,0
Dennis Man,it Serie A,25.0,1995,4,4
Hianga Mananga Mbock,fr Ligue 1,24.0,21,0,0
Gianluca Mancini,it Serie A,28.0,3143,2,0
Steve Mandanda,fr Ligue 1,39.0,1486,0,0
Christos Mandas,it Serie A,22.0,810,0,0
Reinildo Mandava,es La Liga,30.0,941,0,0
Aïssa Mandi,fr Ligue 1,32.0,1733,0,0
Rolando Mandragora,it Serie A,27.0,1856,4,2
Mateus Mane,eng Premier League,,2,0,0
Orel Mangala,eng Premier League,26.0,1261,1,0
Orel Mangala,fr Ligue 1,26.0,67,0,0
Ryan Manning,eng Premier League,28.0,1462,0,1
Javier Manquillo,es La Liga,30.0,515,0,0
Johan Manzambi,de Bundesliga,18.0,335,2,1
Alberto Manzoni,it Serie A,19.0,6,0,0
Sekou Mara,fr Ligue 1,22.0,768,1,1
Alessandro Marcandalli,it Serie A,21.0,46,0,0
Alessandro Marcandalli,it Serie A,21.0,354,0,0
Marcão,es La Liga,28.0,552,0,0
Solly March,eng Premier League,30.0,168,0,0
Filip Marchwiński,it Serie A,22.0,15,0,0
Óscar de Marcos,es La Liga,35.0,1564,0,4
Alberto Marí,es La Liga,23.0,7,0,0
Pablo Marí,it Serie A,30.0,1628,0,0
Pablo Marí,it Serie A,30.0,1098,0,0
José María Giménez,es La Liga,29.0,1999,0,1
Luca Marianucci,it Serie A,20.0,1069,0,0
Mirko Marić,it Serie A,29.0,106,0,0
Mirko Marić,it Serie A,29.0,356,0,0
Arkaitz Mariezkurrena,es La Liga,19.0,241,2,0
Rafa Marín,it Serie A,22.0,142,0,0
Pablo Marín,es La Liga,21.0,1239,1,2
Răzvan Marin,it Serie A,28.0,1406,3,2
Guillermo Maripán,it Serie A,30.0,2340,1,1
Mika Mármol,es La Liga,23.0,2399,0,1
Omar Marmoush,eng Premier League,25.0,1175,7,0
Omar Marmoush,de Bundesliga,25.0,1448,15,9
Mario Maroto,es La Liga,20.0,64,0,1
Marquinhos,fr Ligue 1,30.0,1725,2,0
Unai Marrero,es La Liga,22.0,180,0,0
Ange Martial Tia,fr Ligue 1,17.0,171,0,0
Aarón Martín,it Serie A,27.0,3085,0,8
Carlos Martín,es La Liga,22.0,1333,2,2
Diego Martín,es La Liga,20.0,40,0,0
Gerard Martín,es La Liga,22.0,1038,1,3
Iván Martín,es La Liga,25.0,2039,1,1
Jon Martin,es La Liga,18.0,904,0,1
Jonas Martin,fr Ligue 1,34.0,496,1,0
Mario Martín,es La Liga,20.0,1748,0,1
Gabriel Martinelli,eng Premier League,23.0,2290,8,4
Arnau Martinez,es La Liga,21.0,2624,2,2
Emiliano Martínez,eng Premier League,31.0,3194,0,0
Iñigo Martínez,es La Liga,33.0,2490,0,4
Javi Martínez,es La Liga,24.0,6,0,0
Josep Martinez,it Serie A,26.0,450,0,0
Lautaro Martínez,it Serie A,26.0,2474,12,3
Lisandro Martínez,eng Premier League,26.0,1751,2,1
Lucas Martínez Quarta,it Serie A,28.0,351,1,0
Ramón Martínez,es La Liga,21.0,261,1,0
Toni Martínez,es La Liga,27.0,1012,4,0
Kevin Martins,it Serie A,19.0,183,0,1
Javi Martón,es La Liga,25.0,53,0,0
Adam Marušić,it Serie A,31.0,2337,4,0
Marvin,es La Liga,24.0,1038,0,0
Omar Mascarell,es La Liga,31.0,1992,1,0
Adam Masina,it Serie A,30.0,1919,1,2
Patrizio Masini,it Serie A,23.0,1538,1,0
Giorgos Masouras,de Bundesliga,30.0,1055,2,1
Erhan Mašović,de Bundesliga,25.0,910,1,1
Han-Noah Massengo,fr Ligue 1,23.0,1046,0,0
Clinton Mata,fr Ligue 1,31.0,2370,0,4
Jaime Mata,es La Liga,35.0,656,0,0
Igor Matanovic,de Bundesliga,21.0,312,1,0
Pape Matar Sarr,eng Premier League,21.0,1913,3,2
Eliot Matazo,fr Ligue 1,22.0,68,0,0
Jean-Philippe Mateta,eng Premier League,27.0,2648,14,2
Nemanja Matić,fr Ligue 1,35.0,2010,0,1
Rudy Matondo,fr Ligue 1,16.0,66,0,0
Chrislain Matsima,de Bundesliga,22.0,2551,1,1
Jean Mattéo Bahoya,de Bundesliga,19.0,921,2,3
Alan Matturro,it Serie A,19.0,900,0,0
Azor Matusiwa,fr Ligue 1,26.0,2078,1,3
Neal Maupay,fr Ligue 1,27.0,1042,4,4
Maurides,de Bundesliga,30.0,2,0,0
Stephy Mavididi,eng Premier League,26.0,1615,4,1
Konstantinos Mavropanos,eng Premier League,26.0,2045,0,0
Christian Mawissa,fr Ligue 1,19.0,1501,0,0
Keke Maximilian Topp,de Bundesliga,20.0,252,2,2
Borja Mayoral,es La Liga,27.0,1114,5,1
Senny Mayulu,fr Ligue 1,18.0,808,2,2
Noussair Mazraoui,eng Premier League,26.0,2838,0,1
Andrea Mazza,it Serie A,20.0,8,0,0
Luca Mazzitelli,it Serie A,28.0,335,1,1
Pasquale Mazzocchi,it Serie A,29.0,702,0,0
Samuel Mbangula,it Serie A,20.0,709,3,3
Ethan Mbappé,fr Ligue 1,17.0,222,0,0
Kylian Mbappé,es La Liga,25.0,2907,31,3
Ibrahim Mbaye,fr Ligue 1,16.0,340,1,1
Bryan Mbeumo,eng Premier League,24.0,3414,20,7
James Mcatee,eng Premier League,21.0,349,3,0
Kasey McAteer,eng Premier League,22.0,852,1,1
Oliver McBurnie,es La Liga,28.0,1837,3,6
Alex McCarthy,eng Premier League,34.0,450,0,0
John McGinn,eng Premier League,29.0,2223,1,4
Scott McKenna,es La Liga,27.0,2466,0,0
Weston McKennie,it Serie A,25.0,2310,2,4
Mark McKenzie,fr Ligue 1,25.0,2496,1,1
Dwight McNeil,eng Premier League,24.0,1371,4,6
Scott McTominay,eng Premier League,27.0,19,0,0
Scott McTominay,it Serie A,27.0,2938,12,4
Jakov Medić,de Bundesliga,25.0,1603,1,0
Facundo Medina,fr Ligue 1,25.0,2543,0,1
Ben Mee,eng Premier League,34.0,183,0,0
Jayden Meghoma,eng Premier League,18.0,5,0,0
Henrik Meister,fr Ligue 1,20.0,63,1,0
Bamo Meïté,fr Ligue 1,22.0,424,0,0
Bamo Meïté,fr Ligue 1,22.0,26,0,0
Mohamed Meité,fr Ligue 1,16.0,544,2,0
Mateo Mejía,es La Liga,21.0,11,0,0
Farid El Melali,fr Ligue 1,27.0,1893,2,3
Filippo Melegoni,it Serie A,25.0,89,0,1
Arthur Melo,es La Liga,27.0,941,0,0
Nuno Mendes,fr Ligue 1,22.0,1676,1,3
Brais Méndez,es La Liga,27.0,1531,3,2
Antoine Mendy,fr Ligue 1,20.0,825,0,0
Ferland Mendy,es La Liga,29.0,1005,0,1
Nampalys Mendy,fr Ligue 1,32.0,588,0,1
Nobel Mendy,es La Liga,19.0,108,0,0
Gideon Mensah,fr Ligue 1,26.0,2280,0,1
Alex Meret,it Serie A,27.0,3005,0,0
Mikel Merino,eng Premier League,28.0,1586,7,2
Quentin Merlin,fr Ligue 1,22.0,1589,1,3
Víctor Meseguer,es La Liga,25.0,418,0,0
Rafik Messali,fr Ligue 1,21.0,456,0,1
Junior Messias,it Serie A,33.0,847,1,1
Connor Metcalfe,de Bundesliga,24.0,358,0,0
Karol Mets,de Bundesliga,31.0,900,0,0
Thomas Meunier,fr Ligue 1,32.0,1928,2,0
Alexander Meyer,de Bundesliga,33.0,180,0,0
Shumaira Mheuka,eng Premier League,16.0,1,0,0
Lucas Michal,fr Ligue 1,19.0,117,0,0
Florian Micheler,de Bundesliga,19.0,32,0,0
Miguel,es La Liga,24.0,1724,1,3
Valentin Mihaila,it Serie A,24.0,1288,0,3
Georges Mikautadze,fr Ligue 1,23.0,1449,11,6
Igor Miladinović,fr Ligue 1,21.0,26,0,0
Nikola Milenković,eng Premier League,26.0,3330,5,2
Lewis Miley,eng Premier League,18.0,313,1,0
Vanja Milinković-Savić,it Serie A,27.0,3330,0,0
Éder Militão,es La Liga,26.0,938,1,1
Luis Milla,es La Liga,29.0,2875,1,4
Pere Milla,es La Liga,31.0,456,3,0
Enzo Millot,de Bundesliga,22.0,1843,6,5
James Milner,eng Premier League,38.0,170,0,0
Kim Min-jae,de Bundesliga,27.0,2283,2,0
Yerry Mina,it Serie A,29.0,2569,1,0
Takumi Minamino,fr Ligue 1,29.0,2231,6,3
Lucas Mincarelli,fr Ligue 1,20.0,715,1,0
Tyrone Mings,eng Premier League,31.0,1120,0,0
Óscar Mingueza,es La Liga,25.0,2729,4,6
Kim Minsu,es La Liga,18.0,22,0,0
Yankuba Minteh,eng Premier League,20.0,1838,6,4
Bojan Miovski,es La Liga,25.0,869,2,1
Rafa Mir,es La Liga,27.0,753,1,2
Juan Miranda,it Serie A,24.0,2277,0,6
Fabio Miretti,it Serie A,20.0,1677,3,3
Tyrick Mitchell,eng Premier League,24.0,3092,0,5
Kaoru Mitoma,eng Premier League,27.0,2603,10,4
Maximilian Mittelstädt,de Bundesliga,27.0,2469,1,7
Koji Miyoshi,de Bundesliga,27.0,464,1,0
Henrikh Mkhitaryan,it Serie A,35.0,2328,1,4
Jakub Moder,eng Premier League,25.0,11,0,0
Rui Modesto,it Serie A,24.0,608,0,1
Luka Modrić,es La Liga,38.0,1827,2,6
Max Moerstedt,de Bundesliga,,451,0,0
Terem Moffi,fr Ligue 1,25.0,58,1,0
Mostafa Mohamed,fr Ligue 1,26.0,1252,5,0
Johan Mojica,es La Liga,31.0,2755,1,2
David Mokwa,de Bundesliga,20.0,22,0,0
Alberto Moleiro,es La Liga,20.0,2714,6,1
Nahuel Molina,es La Liga,26.0,1590,0,3
Florent Mollet,fr Ligue 1,32.0,242,0,0
Jon Moncayola,es La Liga,26.0,2099,0,0
Jeremy Monga,eng Premier League,,112,0,0
Gonzalo Montiel,es La Liga,27.0,113,0,0
Lorenzo Montipò,it Serie A,28.0,3240,0,0
Mikey Moore,eng Premier League,16.0,366,0,1
Álvaro Morata,it Serie A,31.0,1099,5,0
Morato,eng Premier League,23.0,907,0,0
Diego Moreira,fr Ligue 1,19.0,2568,2,7
Alberto Moreno,it Serie A,32.0,1727,0,0
Álex Moreno,eng Premier League,31.0,955,0,1
Gerard Moreno,es La Liga,32.0,721,3,2
Matias Moreno,it Serie A,20.0,144,0,0
Xavier Moreno,es La Liga,19.0,45,0,0
Tete Morente,it Serie A,27.0,2021,3,2
Mateu Morey,es La Liga,24.0,741,0,0
Ilaix Moriba,es La Liga,21.0,2132,1,1
Manu Morlanes,es La Liga,25.0,1338,0,0
Nikola Moro,it Serie A,26.0,1208,0,2
Raúl Moro,es La Liga,21.0,2341,4,5
Sam Morsy,eng Premier League,32.0,2751,1,1
Gabriel Moscardo,fr Ligue 1,18.0,84,0,0
Cristhian Mosquera,es La Liga,20.0,3319,1,0
Daniel Mosquera,it Serie A,24.0,1375,5,1
Yerson Mosquera,eng Premier League,23.0,441,0,0
Dany Mota,it Serie A,26.0,2104,5,2
Yael Mouanga,fr Ligue 1,19.0,946,0,0
Aimen Moueffek,fr Ligue 1,23.0,1039,0,1
Youssoufa Moukoko,fr Ligue 1,19.0,204,2,1
Steve Mounié,de Bundesliga,29.0,347,1,0
Mason Mount,eng Premier League,25.0,622,1,0
Santiago Mouriño,es La Liga,22.0,1849,0,1
Louis Mouton,fr Ligue 1,22.0,1045,0,1
Divin Mubama,eng Premier League,19.0,28,0,0
Mykhailo Mudryk,eng Premier League,23.0,151,0,0
Ngal'Ayel Mukau,fr Ligue 1,19.0,1190,0,1
Nordi Mukiele,de Bundesliga,26.0,899,1,0
Florian Müller,de Bundesliga,26.0,753,0,0
Kevin Müller,de Bundesliga,33.0,2939,0,0
Marius Müller,de Bundesliga,31.0,475,0,0
Thomas Müller,de Bundesliga,34.0,1225,1,4
Abdul Mumin,es La Liga,26.0,2017,2,1
Marshall Munetsi,eng Premier League,28.0,1078,2,1
Marshall Munetsi,fr Ligue 1,28.0,1692,4,2
Rodrigo Muniz,eng Premier League,23.0,964,8,1
Aihen Muñoz,es La Liga,26.0,1098,0,0
Álex Muñoz,es La Liga,30.0,1415,3,0
Daniel Muñoz,eng Premier League,28.0,3228,4,5
Iker Muñoz,es La Liga,21.0,610,0,1
Javier Muñoz,es La Liga,29.0,2588,1,3
Víctor Muñoz,es La Liga,21.0,36,0,0
Arijanet Muric,eng Premier League,25.0,1620,0,0
Murillo,eng Premier League,22.0,3188,2,0
Vedat Muriqi,es La Liga,30.0,2058,7,2
Jacob Murphy,eng Premier League,29.0,2360,8,12
Bob Murphy Omoregbe,it Serie A,20.0,3,0,0
Yunus Musah,it Serie A,21.0,1571,0,2
Jamal Musiala,de Bundesliga,21.0,1798,12,2
Florent Muslija,de Bundesliga,26.0,168,0,0
Almoatasem Al Musrati,fr Ligue 1,28.0,386,1,1
Juan Musso,it Serie A,30.0,90,0,0
Juan Musso,es La Liga,30.0,180,0,0
Kingstone Mutandwa,it Serie A,21.0,127,0,0
Junior Mwanga,fr Ligue 1,21.0,952,1,2
Junior Mwanga,fr Ligue 1,21.0,296,0,0
Phillipp Mwene,de Bundesliga,30.0,2607,1,4
Vitaliy Mykolenko,eng Premier League,25.0,3082,1,2
Joakim Mæhle,de Bundesliga,27.0,2188,3,4
Obite N'Dicka,it Serie A,24.0,3420,0,1
Konan N'dri,it Serie A,23.0,306,0,0
Loïc N'Gatta,fr Ligue 1,20.0,13,0,0
Nathan N'Goumou,de Bundesliga,24.0,828,2,1
Djylian N'Guessan,fr Ligue 1,15.0,181,0,0
Stanley N'Soki,de Bundesliga,25.0,1308,0,0
Mickael Nade,fr Ligue 1,25.0,2306,1,2
Bilal Nadir,fr Ligue 1,20.0,383,1,0
Mahamadou Nagida,fr Ligue 1,19.0,430,2,0
Keito Nakamura,fr Ligue 1,24.0,2649,11,2
Sebastian Nanasi,fr Ligue 1,22.0,2107,6,4
Yael Nandjou,fr Ligue 1,19.0,154,0,0
Nikolas Nartey,de Bundesliga,24.0,22,0,0
Matija Nastasić,es La Liga,31.0,2110,1,0
Natan,es La Liga,23.0,2175,1,1
Pau Navarro,es La Liga,19.0,916,0,0
Roberto Navarro,es La Liga,22.0,1278,1,0
Jesús Navas,es La Liga,38.0,424,1,0
Michel Ndary Adopo,it Serie A,24.0,2409,1,1
Youssouf Ndayishimiye,fr Ligue 1,25.0,1932,3,0
Iliman Ndiaye,eng Premier League,24.0,2430,9,0
Junior Ndiaye,fr Ligue 1,19.0,441,0,0
Rassoul Ndiaye,fr Ligue 1,22.0,1061,1,0
Wilfred Ndidi,eng Premier League,27.0,2324,0,5
Wilfried Ndollo,fr Ligue 1,19.0,401,0,0
Tanguy Ndombele,fr Ligue 1,27.0,1131,1,2
Cher Ndour,it Serie A,20.0,406,0,0
Dan Ndoye,it Serie A,23.0,2143,8,4
Paul Nebel,de Bundesliga,21.0,2345,10,4
Kosta Nedeljković,eng Premier League,18.0,126,0,0
Kosta Nedeljković,de Bundesliga,18.0,479,0,0
Loïc Nego,fr Ligue 1,33.0,2459,0,0
Ivan Nekić,de Bundesliga,23.0,71,0,0
Reiss Nelson,eng Premier League,24.0,3,0,0
Reiss Nelson,eng Premier League,24.0,487,1,1
Victor Nelsson,it Serie A,25.0,187,0,0
David Nemeth,de Bundesliga,23.0,2137,0,1
David Neres,it Serie A,27.0,1283,2,4
Neto,eng Premier League,35.0,180,0,0
Pedro Neto,eng Premier League,24.0,2269,4,6
Luca Netz,de Bundesliga,21.0,969,0,2
Manuel Neuer,de Bundesliga,38.0,1980,0,0
Florian Neuhaus,de Bundesliga,27.0,382,0,1
João Neves,fr Ligue 1,19.0,1844,3,8
Yvan Neyou,es La Liga,27.0,2312,1,1
Cyril Ngonge,it Serie A,24.0,216,0,0
Mikayil Ngor Faye,fr Ligue 1,20.0,688,0,0
Steve Ngoura,fr Ligue 1,19.0,289,0,0
Bernard Nguene,fr Ligue 1,17.0,13,0,0
Moussa Niakhate,fr Ligue 1,28.0,2726,0,0
Abdoulaye Niakhate Ndiaye,fr Ligue 1,22.0,1707,1,0
Ibrahima Niane,fr Ligue 1,25.0,943,3,1
Tanguy Nianzou,es La Liga,22.0,518,0,0
Rasmus Nicolaisen,fr Ligue 1,27.0,623,0,1
Moritz Nicolas,de Bundesliga,26.0,1639,0,0
Hans Nicolussi Caviglia,it Serie A,24.0,2861,4,2
Julian Niehues,de Bundesliga,23.0,154,0,0
Oliver Nielsen,it Serie A,21.0,35,0,0
Saúl Ñíguez,es La Liga,29.0,1553,1,6
Eybi Nije,it Serie A,19.0,394,1,0
Tamás Nikitscher,es La Liga,24.0,858,0,0
Adrian Niño,es La Liga,20.0,12,0,0
Justin Njinmah,de Bundesliga,23.0,952,3,2
Eddie Nketiah,eng Premier League,25.0,1034,3,1
Niels Nkounkou,de Bundesliga,23.0,382,0,0
Christopher Nkunku,eng Premier League,26.0,921,3,2
Felix Nmecha,de Bundesliga,23.0,1509,4,1
Lukas Nmecha,de Bundesliga,25.0,467,3,0
Arnaud Nordin,fr Ligue 1,26.0,1166,4,1
Arnaud Nordin,de Bundesliga,26.0,80,0,0
Brooke Norton-Cuffy,it Serie A,20.0,719,0,0
Tijjani Noslin,it Serie A,25.0,861,2,2
Hugo Novoa,es La Liga,21.0,237,0,0
Plamedi Nsingi,fr Ligue 1,23.0,16,0,0
Randy Nteka,es La Liga,26.0,1129,3,0
Ernest Nuamah,fr Ligue 1,20.0,1052,3,1
Alexander Nübel,de Bundesliga,27.0,3060,0,1
Gustavo Nunes,eng Premier League,18.0,12,0,0
Matheus Nunes,eng Premier League,25.0,1674,1,6
Darwin Núñez,eng Premier League,25.0,1133,5,2
Unai Núñez,es La Liga,27.0,645,0,0
Antonio Nusa,de Bundesliga,19.0,1558,3,3
Ethan Nwaneri,eng Premier League,17.0,895,4,2
Ørjan Nyland,es La Liga,33.0,2673,0,0
Allan Nyom,es La Liga,36.0,887,1,2
Rabby Nzingoula,fr Ligue 1,18.0,1689,1,0
M'Bala Nzola,fr Ligue 1,27.0,1460,6,1
Marwann Nzuzi,fr Ligue 1,20.0,125,0,0
Christian Nørgaard,eng Premier League,30.0,2819,5,4
Jake O'Brien,eng Premier League,23.0,1571,2,0
Matt O'Riley,eng Premier League,23.0,938,2,2
Dara O'Shea,eng Premier League,25.0,3122,0,2
Adam Obert,it Serie A,21.0,1077,1,1
Chidozie Obi-Martin,eng Premier League,16.0,165,0,0
Jan Oblak,es La Liga,31.0,3240,0,0
Lucas Ocampos,es La Liga,30.0,175,0,1
Jens Odgaard,it Serie A,25.0,1952,6,1
Wilson Odobert,eng Premier League,19.0,850,1,0
David Odogu,de Bundesliga,18.0,195,0,0
Álvaro Odriozola,es La Liga,28.0,43,0,0
Tim Oermann,de Bundesliga,20.0,2213,0,2
Chiedozie Ogbene,eng Premier League,27.0,238,0,0
Ifechukwu Ogbus,de Bundesliga,18.0,19,0,0
Thiago Ojeda,es La Liga,21.0,8,0,0
Hamzat Ojediran,fr Ligue 1,20.0,416,1,0
Noah Okafor,it Serie A,24.0,414,1,0
Noah Okafor,it Serie A,24.0,40,0,0
Caleb Okoli,eng Premier League,23.0,1125,1,0
Yllan Okou,it Serie A,21.0,2,0,0
Maduka Okoye,it Serie A,24.0,2250,0,0
Joseph Okumu,fr Ligue 1,27.0,1695,1,0
Aingeru Olabarrieta,es La Liga,18.0,54,0,0
Kazeem Olaigbe,fr Ligue 1,21.0,299,0,2
Olasagasti,es La Liga,23.0,857,1,1
Ben Old,fr Ligue 1,21.0,528,0,0
Finn Ole Becker,de Bundesliga,24.0,670,0,1
Michael Olise,de Bundesliga,22.0,2334,12,15
Brian Oliván,es La Liga,30.0,1017,0,1
Lucas Oliveira Rosa,es La Liga,24.0,1890,0,1
Mathías Olivera,it Serie A,26.0,2370,0,2
Dani Olmo,es La Liga,26.0,1212,10,3
Robin Olsen,eng Premier League,34.0,226,0,0
Warmed Omari,fr Ligue 1,24.0,8,0,0
Becir Omeragic,fr Ligue 1,22.0,1799,0,0
Jonas Omlin,de Bundesliga,30.0,978,0,0
Andrew Omobamidele,fr Ligue 1,22.0,539,0,0
Ado Onaiwu,fr Ligue 1,28.0,957,4,1
Amadou Onana,eng Premier League,22.0,1617,3,0
André Onana,eng Premier League,28.0,3060,0,0
Jean Onana,it Serie A,24.0,304,0,0
Jacob Ondrejka,it Serie A,21.0,422,5,0
Karim Onisiwo,de Bundesliga,32.0,110,0,0
Paul Onuachu,eng Premier League,30.0,1050,4,1
Frank Onyeka,eng Premier League,26.0,25,0,0
Frank Onyeka,de Bundesliga,26.0,2586,0,1
Loïs Openda,de Bundesliga,24.0,2453,9,5
Christopher Operi,fr Ligue 1,27.0,1169,0,2
Fredrik Oppegard,fr Ligue 1,21.0,273,0,0
Victor Orakpo,fr Ligue 1,18.0,36,0,0
Ike Orazi,fr Ligue 1,17.0,3,0,0
Gift Orban,fr Ligue 1,22.0,186,2,0
Gift Orban,de Bundesliga,22.0,687,4,0
Willi Orban,de Bundesliga,31.0,2222,5,0
Ivan Ordets,de Bundesliga,32.0,1861,0,0
Lewis Orford,eng Premier League,18.0,49,0,0
Gaetano Oristanio,it Serie A,21.0,2315,3,3
Aimar Oroz,es La Liga,22.0,2966,5,4
Riccardo Orsolini,it Serie A,27.0,1878,15,4
Stefan Ortega,eng Premier League,31.0,1100,0,0
Ángel Ortíz,es La Liga,20.0,353,0,1
Gabriel Osei Misehouy,es La Liga,19.0,257,1,0
Gabriel Osho,fr Ligue 1,25.0,1654,1,0
Yordan Osorio,it Serie A,30.0,172,0,0
Patrick Osterhage,de Bundesliga,24.0,2267,1,0
William Osula,eng Premier League,20.0,134,1,0
Jibril Othman,fr Ligue 1,20.0,5,0,0
Sebastian Otoa,it Serie A,20.0,179,0,0
David Otorbi,es La Liga,16.0,14,0,0
Dango Ouattara,eng Premier League,22.0,2005,7,4
Guimissongui Ouattara,fr Ligue 1,18.0,471,1,1
Kassoum Ouattara,fr Ligue 1,19.0,391,0,1
Remi Oudin,it Serie A,27.0,299,0,0
Assan Ouedraogo,de Bundesliga,18.0,50,0,0
Zinédine Ould Khaled,fr Ligue 1,24.0,343,0,0
Cheick Oumar Conde,it Serie A,24.0,151,0,0
Jesús Owono,es La Liga,23.0,487,0,0
Beres Owusu,fr Ligue 1,20.0,90,0,0
Elisha Owusu,fr Ligue 1,26.0,2344,1,3
Mikel Oyarzabal,es La Liga,27.0,2250,9,3
Daniel Oyegoke,it Serie A,21.0,103,0,0
Salih Özcan,de Bundesliga,26.0,353,0,0
Salih Özcan,de Bundesliga,26.0,391,0,0
Cenk Özkacar,es La Liga,23.0,757,0,0
Nico O’Reilly,eng Premier League,19.0,528,2,0
Jon Pacheco,es La Liga,23.0,854,0,0
Willian Pacho,fr Ligue 1,22.0,2132,0,1
Daniele Padelli,it Serie A,38.0,90,0,0
Alex Padilla,es La Liga,20.0,321,0,0
Simone Pafundi,it Serie A,18.0,116,0,0
Exequiel Palacios,de Bundesliga,25.0,1155,1,6
Tomás Palacios,it Serie A,21.0,446,0,0
Tomás Palacios,it Serie A,21.0,11,0,0
Isaac Palazón Camacho,es La Liga,29.0,2162,4,4
Alberto Paleari,it Serie A,31.0,90,0,0
Marco Palestra,it Serie A,19.0,222,0,0
João Palhinha,de Bundesliga,29.0,673,0,0
Nicolas Pallois,fr Ligue 1,36.0,2017,0,2
Matteo Palma,it Serie A,16.0,5,0,0
Alex Palmer,eng Premier League,27.0,1170,0,0
Cole Palmer,eng Premier League,22.0,3191,15,8
Emerson Palmieri,eng Premier League,29.0,2113,2,1
Mats Pannewig,de Bundesliga,19.0,267,0,0
Lucas Paquetá,eng Premier League,26.0,2380,4,0
Aitor Paredes,es La Liga,24.0,1812,3,0
Kevin Paredes,de Bundesliga,21.0,123,0,1
Leandro Paredes,it Serie A,30.0,1373,3,1
Daniel Parejo,es La Liga,35.0,2273,3,3
Iago Parente,es La Liga,18.0,71,0,0
Fabiano Parisi,it Serie A,23.0,1049,2,0
Thomas Partey,eng Premier League,31.0,2797,4,2
Mario Pašalić,it Serie A,29.0,1967,3,4
Álvaro Pascual,es La Liga,22.0,408,1,0
Felix Passlack,de Bundesliga,26.0,2334,1,6
Patric,it Serie A,31.0,607,1,0
Rui Patrício,it Serie A,36.0,270,0,0
Nathan Patterson,eng Premier League,22.0,347,0,1
Benjamin Pavard,it Serie A,28.0,1584,0,1
Aleksandar Pavlovic,de Bundesliga,20.0,1451,1,0
Strahinja Pavlović,it Serie A,23.0,1864,2,1
Leonardo Pavoletti,it Serie A,35.0,445,2,0
Martín Payero,it Serie A,25.0,1381,1,1
Nicolas Pays,fr Ligue 1,20.0,447,0,0
Nicolás Paz,it Serie A,19.0,2687,6,8
Mads Pedersen,de Bundesliga,27.0,235,0,0
Marcus Pedersen,it Serie A,24.0,1362,0,0
Alfonso Pedraza,es La Liga,28.0,460,0,2
Pedri,es La Liga,21.0,2879,4,5
Pedro,it Serie A,37.0,1102,10,1
Kévin Pedro,fr Ligue 1,18.0,10,0,0
Adrià Pedrosa,es La Liga,26.0,2298,1,1
Jordan Pefok,fr Ligue 1,28.0,380,1,0
Jordan Pefok,de Bundesliga,28.0,908,0,1
Pejiño,es La Liga,28.0,16,0,0
Pietro Pellegri,it Serie A,23.0,414,3,0
Lorenzo Pellegrini,it Serie A,28.0,1626,2,1
Luca Pellegrini,it Serie A,25.0,1067,0,4
Mateo Pellegrino,it Serie A,23.0,737,3,1
Théo Pellenard,fr Ligue 1,30.0,45,0,0
Andy Pelmard,it Serie A,24.0,129,0,0
Andy Pelmard,es La Liga,24.0,205,0,0
Timothee Pembele,fr Ligue 1,21.0,1113,1,0
Faris Pemi Moumbagna,fr Ligue 1,24.0,8,0,0
Iñaki Peña,es La Liga,25.0,1396,0,0
Rubén Peña,es La Liga,33.0,775,0,0
